2945,1158
2944,3939
2863,567
3744,2302
4181,2303
2601,567
3482,2302
4977,1456
2339,567
2945,2097
3220,2302
1221,2302
2945,3817
2944,1845
2945,3
4607,2303
4211,2303
4345,2303
2631,567
3512,2302
3949,2303
2765,567
2944,2784
3646,2302
5007,1456
2945,3386
1028,567
1513,2302
3008,1456
766,567
1251,2302
1647,2302
2945,353
2944,3134
4241,2303
4375,2303
3979,2303
2945,1292
4113,2303
3717,2303
2944,4073
1058,567
1939,2302
3434,1456
1192,567
796,567
1281,2302
1677,2302
1718,2303
534,567
1019,2302
1415,2302
2114,2303
3038,1456
3172,1456
2944,1040
4405,2303
4009,2303
2944,1979
4143,2303
2945,2581
2010,2303
1222,567
826,567
1707,2302
1748,2303
960,567
564,567
1445,2302
1486,2303
2144,2303
3202,1456
2945,3520
2944,2329
2945,487
2874,1775
2478,1775
2944,3268
2945,3870
1252,567
2174,2303
1778,2303
3232,1456
990,567
1912,2303
1516,2303
2944,235
2273,4002
2944,1174
2904,1775
2945,1776
2508,1775
2642,1775
2246,1775
2944,4557
1942,2303
2076,2303
2945,2715
339,2303
77,2303
2944,2463
2538,1775
2934,1775
2672,1775
2276,1775
2410,1775
2945,3065
2945,621
1642,1637
1246,1637
2945,4004
369,2303
107,2303
1626,2043
2944,369
2945,971
2702,1775
3438,4287
2944,3752
1672,1637
1276,1637
1806,1637
1410,1637
2945,1910
1918,2043
137,2303
1656,2043
2052,2043
2944,1658
3730,4287
3864,4287
3468,4287
4149,1456
1702,1637
2944,2597
1836,1637
1440,1637
1178,1637
2945,3199
2344,2043
2082,2043
1686,2043
1820,2043
1424,2043
2945,166
2944,2947
3894,4287
3498,4287
3632,4287
3236,4287
2945,1105
1470,1637
1604,1637
2944,3886
2945,4488
2112,2043
1850,2043
2944,853
3924,4287
3662,4287
3266,4287
2944,1792
2945,2394
4440,2302
4574,2302
4178,2302
4312,2302
2945,3333
2944,2142
3692,4287
2945,300
2944,3081
4604,2302
4208,2302
2945,3683
4738,2302
4342,2302
2945,1239
2944,48
2944,987
2945,1589
5071,2303
2944,4370
4768,2302
4372,2302
4809,2303
4506,2302
2945,2528
2373,2302
3868,1456
1626,567
2111,2302
2507,2302
3401,1456
3606,1456
2944,2276
5497,2303
5101,2303
5235,2303
2945,434
4839,2303
4577,2303
2944,3215
1918,567
2403,2302
2799,2302
2052,567
1656,567
2141,2302
2537,2302
2578,2303
2275,2302
1879,2302
3636,1456
3374,1456
3898,1456
2944,182
4032,1456
2945,784
2944,3565
5265,2303
4869,2303
5003,2303
2945,1723
2944,4504
2870,2303
4324,1456
2082,567
1686,567
2171,2302
2567,2302
1820,567
1424,567
1909,2302
2305,2302
2608,2303
3004,2303
3404,1456
3666,1456
3800,1456
2707,4002
2841,4002
2944,1471
2445,4002
172,2302
306,2302
2492,4287
5295,2303
2944,2410
2945,3012
3296,2303
2112,567
3034,2303
2638,2303
4092,1456
1850,567
2335,2302
2772,2303
3830,1456
2737,4002
2871,4002
2945,3951
2475,4002
2609,4002
2213,4002
336,2302
2944,2760
470,2302
74,2302
2944,316
2945,918
2944,3699
3064,2303
2945,4301
2802,2303
2406,2303
2944,666
2901,4002
2505,4002
2639,4002
2243,4002
803,2303
500,2302
104,2302
541,2303
238,2302
2944,1605
2945,2207
2832,2303
2945,3146
2669,4002
1229,2303
833,2303
530,2302
134,2302
571,2303
967,2303
309,2303
2945,113
2944,2894
2945,3496
2532,1637
2945,1052
2270,1637
2945,4435
1259,2303
2778,2043
997,2303
601,2303
2516,2043
2912,2043
735,2303
2944,800
2945,1402
2944,4183
2562,1637
2696,1637
2300,1637
2038,1637
2945,2341
2808,2043
1027,2303
2546,2043
2942,2043
39,1637
2680,2043
2284,2043
2944,2089
2945,247
2726,1637
2330,1637
2464,1637
2944,3028
2945,3630
331,1637
2576,2043
465,1637
69,1637
2710,2043
2314,2043
2945,597
2944,3378
2756,1637
2945,1536
2523,4287
2127,4287
5434,2302
2944,4317
757,1637
495,1637
99,1637
2740,2043
4896,1456
233,1637
2944,1284
1137,2043
3772,1456
2944,2223
2553,4287
2157,4287
2945,2825
5464,2302
2291,4287
5598,2302
5202,2302
525,1637
263,1637
2945,3764
2944,2573
1167,2043
2944,129
2945,731
2583,4287
2944,3512
5494,2302
2321,4287
5628,2302
5232,2302
5669,2303
2455,4287
2945,4114
4970,2302
2944,479
3233,2302
4728,1456
3183,495
2971,2302
3317,495
2944,1418
3531,1456
2945,2020
2351,4287
5658,2302
5262,2302
5699,2303
2485,4287
5396,2302
5437,2303
3814,2303
2945,2959
2778,567
3263,2302
3659,2302
2912,567
2516,567
3001,2302
3397,2302
3347,495
2951,495
2739,2302
3438,2303
3085,495
3609,495
4496,1456
4892,1456
2944,2707
5729,2303
2945,3309
5863,2303
5467,2303
2945,865
2808,567
3730,2303
2942,567
2546,567
3031,2302
2945,4248
2680,567
2284,567
2769,2302
2981,495
3115,495
3165,2302
3377,495
3468,2303
4526,1456
4660,1456
2944,613
285,567
1166,2302
2945,1215
2944,3996
2945,2154
4156,2303
2576,567
3457,2302
3498,2303
2710,567
2314,567
3195,2302
3632,2303
3145,495
3894,2303
4556,1456
4690,1456
4952,1456
577,567
711,567
315,567
1196,2302
1592,2302
1330,2302
934,2302
2944,1902
3087,1456
2945,60
2944,2841
2945,3443
3924,2303
2740,567
3662,2303
741,567
345,567
1226,2302
1622,2302
479,567
964,2302
1360,2302
1401,2303
1663,2303
702,2302
2944,3191
3117,1456
2944,747
2945,1349
2944,4130
3692,2303
2944,1097
2089,2303
1693,2303
3147,1456
509,567
994,2302
1390,2302
643,567
247,567
1128,2302
1431,2303
1827,2303
2944,2036
2945,2638
2423,1775
2161,1775
2945,3577
2119,2303
539,567
1461,2303
1857,2303
2944,2386
1595,2303
1199,2303
2945,544
2944,3325
232,4207
2945,3927
